probename,Probability,foldchange,Representative.Public.ID,UniGene.ID,Gene.Title,Gene.Symbol,,,,
1418972_at,1,2.593657701,AF100339,Mm.239141,B-cell leukemia/lymphoma 10,Bcl10,,,,
1449145_a_at,1,2.589035924,AB029929,Mm.28278,"caveolin, caveolae protein 1",Cav1,,,,
1426323_x_at,1,2.587604489,AF033112,Mm.289812,Cd27 binding protein (Hindu God of destruction),MGI:1353606,,,,
1451285_at,1,2.587451998,AF224264,Mm.277680,"fusion, derived from t(12;16) malignant liposarcoma (human)",Fus,,,,
1450005_x_at,1,2.587327351,NM_134120,Mm.23633,"EGF-like-domain, multiple 9",Egfl9,,,,
1420859_at,1,2.586976349,AK010212,Mm.3193,"protein kinase inhibitor, alpha",Pkia,,,,
1435552_at,1,2.586770587,AV276474,Mm.272336,"Zinc finger, A20 domain containing 1",Za20d1,,,,
1420172_at,1,2.584541868,C80049,Mm.29677,"Myosin, heavy polypeptide 9, non-muscle",Myh9,,,,
1426914_at,1,2.583063234,BG076407,Mm.25300,MARVEL (membrane-associating) domain containing 2,Marveld2,,,,
1419394_s_at,1,2.582812219,NM_013650,Mm.21567,S100 calcium binding protein A8 (calgranulin A),S100a8,,,,
1422904_at,1,2.58268885,NM_018881,Mm.10929,flavin containing monooxygenase 2,Fmo2,,,,
1423142_a_at,1,2.581393634,AI987834,Mm.41800,GTP binding protein 4,Gtpbp4,,,,
1447100_s_at,1,2.579201548,C80506,Mm.317049,RIKEN cDNA 5730508B09 gene,5730508B09Rik,,,,
1437226_x_at,1,2.578349163,AV110584,Mm.2769,MARCKS-like protein,Mlp,,,,
1419061_at,1,2.576886365,D89821,Mm.27701,"ras homolog gene family, member D",Rhod,,,,
1457687_at,1,2.576359638,BI664467,Mm.257460,B-cell leukemia/lymphoma 2,Bcl2,,,,
1417535_at,1,2.576258059,NM_025785,Mm.37950,F-box only protein 25,Fbxo25,,,,
1435989_x_at,1,2.573473892,AW322280,Mm.358618,"keratin complex 2, basic, gene 8 /// similar to cytokeratin EndoA - mouse",Krt2-8 /// LOC434261,,,,
1431339_a_at,1,2.572782587,AK007560,Mm.17917,EF hand domain containing 2,Efhd2,,,,
1460398_at,1,2.570551217,BG070151,Mm.17156,PHD finger protein 8,Phf8,,,,
1423452_at,1,2.570533807,AV173139,Mm.25559,serine/threonine kinase 17b (apoptosis-inducing),Stk17b,,,,
1455213_at,1,2.565479995,AW912417,Mm.20154,RIKEN cDNA 4930488E11 gene,4930488E11Rik,,,,
1457666_s_at,1,2.565139755,AV229143,Mm.218770,interferon activated gene 202B,Ifi202b,,,,
1450184_s_at,1,2.56465749,NM_017376,Mm.270278,thyrotroph embryonic factor,Tef,,,,
1423516_a_at,1,2.563082507,BB781435,Mm.20348,nidogen 2,Nid2,,,,
1428347_at,1,2.561793934,AK005148,Mm.154358,cytoplasmic FMR1 interacting protein 2,Cyfip2,,,,
1448167_at,1,2.559204493,NM_010511,Mm.549,interferon gamma receptor 1,Ifngr1,,,,
1433963_a_at,1,2.558425482,BG066664,Mm.157591,cDNA sequence BC032204,BC032204,,,,
1448607_at,1,2.558255145,AW989410,Mm.202727,pre-B-cell colony-enhancing factor 1,Pbef1,,,,
1430271_x_at,1,2.557906771,AA672926,Mm.218317,RIKEN cDNA 4930553M18 gene,4930553M18Rik,,,,
1421285_at,1,2.556235375,NM_031376,Mm.222266,phosphoinositide-3-kinase adaptor protein 1,Pik3ap1,,,,
1419004_s_at,1,2.55407758,L16462,Mm.244917,B-cell leukemia/lymphoma 2 related protein A1a /// B-cell leukemia/lymphoma 2 related protein A1b /// B-cell leukemia/lymphoma 2 related protein A1d,Bcl2a1a /// Bcl2a1b /// Bcl2a1d,,,,
1437308_s_at,1,2.55289857,AV024285,Mm.24816,coagulation factor II (thrombin) receptor,F2r,,,,
1423801_a_at,1,2.552417757,BC005667,Mm.1786,adenine phosphoribosyl transferase,Aprt,,,,
1452725_a_at,1,2.552012222,AK010292,Mm.182470,"ribonuclease H2, large subunit",Rnaseh2a,,,,
1448873_at,1,2.550662422,NM_008756,Mm.4807,occludin,Ocln,,,,
1454708_at,1,2.549986606,BG065289,Mm.217161,actin-binding LIM protein 1,Ablim1,,,,
1427062_at,1,2.548427132,BB167067,Mm.154275,retinoblastoma binding protein 8,Rbbp8,,,,
1417910_at,1,2.546446515,X75483,Mm.4189,cyclin A2,Ccna2,,,,
1448883_at,1,2.545580681,NM_011175,Mm.17185,legumain,Lgmn,,,,
1450020_at,1,2.543938997,BC012653,Mm.44065,chemokine (C-X3-C) receptor 1,Cx3cr1,,,,
1435981_at,1,2.542340336,BM118398,Mm.292000,"10 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:6530415D11 product:unknown EST, full insert sequence",---,,,,
1455251_at,1,2.540338418,AV071536,---,integrin alpha 1,Itga1,,,,
1431406_at,1,2.540173741,BC022644,Mm.29125,alanine-glyoxylate aminotransferase 2-like 1,Agxt2l1,,,,
1454745_at,1,2.539724081,BG074320,Mm.229287,Rho GTPase activating protein 29,Arhgap29,,,,
1421889_a_at,1,2.539141254,M97216,Mm.19133,amyloid beta (A4) precursor-like protein 2,Aplp2,,,,
1456005_a_at,1,2.539045083,BB667581,Mm.141083,BCL2-like 11 (apoptosis facilitator),Bcl2l11,,,,
1435542_s_at,1,2.538708814,BB231897,Mm.200327,cDNA sequence BC003236,BC003236,,,,
1434582_at,1,2.53839524,AV173869,Mm.318004,"DNA segment, Chr 14, ERATO Doi 171, expressed",D14Ertd171e,,,,
1434158_at,1,2.537661062,AI747296,Mm.247143,"GDP-mannose 4, 6-dehydratase",Gmds,,,,
1436546_at,1,2.537325689,BM502719,Mm.316728,RIKEN cDNA 6330549D23 gene,6330549D23Rik,,,,
1425451_s_at,1,2.536553207,AY065557,Mm.244998,chitinase 3-like 3 /// chitinase 3-like 4,Chi3l3 /// Chi3l4,,,,
1448667_x_at,1,2.533190685,AV174616,Mm.323595,"transducer of ERBB2, 2",Tob2,,,,
1451276_at,1,2.532923482,BG066858,Mm.268922,RIKEN cDNA E030041M21 gene,E030041M21Rik,,,,
1423126_at,1,2.532341428,BI080505,Mm.424,"ATPase, Na+/K+ transporting, beta 3 polypeptide",Atp1b3,,,,
1431032_at,1,2.532201354,AA681807,Mm.237099,"amylo-1,6-glucosidase, 4-alpha-glucanotransferase",Agl,,,,
1448892_at,1,2.531050273,NM_026082,Mm.260623,dedicator of cytokinesis 7,Dock7,,,,
1417848_at,1,2.529787979,AW413620,Mm.212908,glucocorticoid induced gene 1,MGI:2180715,,,,
1455159_at,1,2.527765093,AW209077,Mm.202322,RIKEN cDNA 2900057D21 gene,2900057D21Rik,,,,
1419153_at,1,2.52716606,AK017673,Mm.269025,RIKEN cDNA 2810417H13 gene,2810417H13Rik,,,,
1416383_a_at,1,2.525142138,NM_008797,Mm.1845,pyruvate carboxylase,Pcx,,,,
1424770_at,1,2.525069873,BI248947,Mm.308134,caldesmon 1,Cald1,,,,
1451563_at,1,2.52437045,AF396935,Mm.210497,"EGF-like module containing, mucin-like, hormone receptor-like sequence 4",Emr4,,,,
1421346_a_at,1,2.524197678,NM_009320,Mm.247352,"solute carrier family 6 (neurotransmitter transporter, taurine), member 6",Slc6a6,,,,
AFFX-PyruCarbMur/L09192_MA_at,1,2.52330747,AFFX-PyruCarbMur/L09192_MA,Mm.1845,pyruvate carboxylase,Pcx,,,,
1452740_at,1,2.522852279,BQ176159,Mm.218233,"myosin, heavy polypeptide 10, non-muscle",Myh10,,,,
1445534_at,1,2.522486639,BM206272,Mm.28095,"Filamin, beta",Flnb,,,,
1454717_at,1,2.522331193,BB401190,Mm.272620,ankyrin repeat domain 27 (VPS9 domain),Ankrd27,,,,
1424629_at,1,2.520037746,U31625,Mm.244975,breast cancer 1,Brca1,,,,
1418703_at,1,2.517176435,NM_020296,Mm.259667,"RNA binding motif, single stranded interacting protein 1",Rbms1,,,,
1456340_at,1,2.516825492,AV309800,---,---,---,,,,
1450961_a_at,1,2.515870707,AI837848,Mm.41605,transcription elongation factor A (SII)-like 3 /// hypothetical LOC331528 /// transcription elongation factor A (SII)-like 5 /// transcription elongation factor A (SII)-like 3,Tceal3 /// LOC331528 /// Tceal5 /// LOC594844,,,,
1419350_at,1,2.51527319,NM_133255,Mm.247775,hook homolog 2 (Drosophila),Hook2,,,,
1433658_x_at,1,2.512992129,AV300794,Mm.286394,poly(rC) binding protein 4,Pcbp4,,,,
1436731_at,1,2.511801049,BB333374,Mm.126649,zinc finger protein 533,Zfp533,,,,
1436808_x_at,1,2.50999387,AI324988,Mm.5048,"minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)",Mcm5,,,,
1460495_s_at,1,2.509179198,AK011536,Mm.21880,"protease, serine, 25",Prss25,,,,
1423930_at,1,2.508197716,BC024870,Mm.272568,anaphase promoting complex subunit 4,Anapc4,,,,
1428850_x_at,1,2.505791919,AK004342,Mm.260878,RIKEN cDNA 2410026K10 gene,2410026K10Rik,,,,
1420930_s_at,1,2.505577979,BQ031240,Mm.218891,"catenin (cadherin associated protein), alpha-like 1",Ctnnal1,,,,
1434888_a_at,1,2.502427331,BM219545,Mm.215034,matrin 3,Matr3,,,,
1428650_at,1,2.499153414,AK003780,Mm.309975,tensin 1,Tns1,,,,
1436204_at,1,2.498613968,BM730637,Mm.86556,RIKEN cDNA 1110059G02 gene,1110059G02Rik,,,,
1448406_at,1,2.496021064,BC010712,Mm.44244,CREBBP/EP300 inhibitory protein 1,Cri1,,,,
1436944_x_at,1,2.493322746,BB504983,Mm.273765,RIKEN cDNA 4933439C20 gene /// phosphatidylserine decarboxylase,4933439C20Rik /// Pisd,,,,
1416309_at,1,2.492942449,BC009096,Mm.290015,nucleolar and spindle associated protein 1,Nusap1,,,,
1435437_at,1,2.491455119,BM114815,Mm.192111,SET domain-containing protein 7,MGI:1920501,,,,
1429145_at,1,2.491439786,AK002650,Mm.46346,NHL repeat containing 2,Nhlrc2,,,,
1424062_at,1,2.487299447,BC019464,Mm.270530,"ubiquitin-conjugating enzyme E2D 1, UBC4/5 homolog (yeast)",Ube2d1,,,,
1448721_at,1,2.486572299,NM_133825,Mm.12309,"DNA segment, Chr 1, ERATO Doi 622, expressed",D1Ertd622e,,,,
1417472_at,1,2.486242561,NM_022410,Mm.29677,"myosin, heavy polypeptide 9, non-muscle",Myh9,,,,
1417580_s_at,1,2.48521257,NM_019414,Mm.196558,selenium binding protein 1,Selenbp1,,,,
1444176_at,1,2.484959344,AV204216,Mm.19298,"ATPase, H+ transporting, V0 subunit D, isoform 2",Atp6v0d2,,,,
1419144_at,1,2.483426958,NM_053094,Mm.37426,CD163 antigen,Cd163,,,,
1423250_a_at,1,2.482441732,BF144658,Mm.18213,"transforming growth factor, beta 2",Tgfb2,,,,
1428467_at,1,2.481311364,AK004440,Mm.24083,TAR DNA binding protein,Tardbp,,,,
1448995_at,1,2.479839173,NM_019932,Mm.332490,chemokine (C-X-C motif) ligand 4,Cxcl4,,,,
1435284_at,1,2.478202424,BB648600,Mm.192580,reticulon 4,Rtn4,,,,
1449484_at,1,2.475325474,AF031035,Mm.32506,stanniocalcin 2,Stc2,,,,
1452066_a_at,1,2.471573161,BE200196,Mm.308802,Nedd4 family interacting protein 2,Ndfip2,,,,
1456195_x_at,1,2.47113718,BB543979,Mm.6424,integrin beta 5,Itgb5,,,,
1455169_at,1,2.470993927,BG076094,Mm.24167,RAB11 family interacting protein 2 (class I),Rab11fip2,,,,
1448231_at,1,2.470418799,U16959,Mm.276405,FK506 binding protein 5,Fkbp5,,,,
1436708_x_at,1,2.470114907,BB447978,Mm.1500,minichromosome maintenance deficient 4 homolog (S. cerevisiae),Mcm4,,,,
1448754_at,1,2.469841628,NM_011254,Mm.279741,"retinol binding protein 1, cellular",Rbp1,,,,
1457027_at,1,2.467166662,BB667395,Mm.222517,dehydrogenase E1 and transketolase domain containing 1,Dhtkd1,,,,
1455570_x_at,1,2.467144453,BB833102,Mm.275555,"calponin 3, acidic",Cnn3,,,,
1452868_at,1,2.465560676,AK012842,Mm.234544,ubiquitin specific protease 24,Usp24,,,,
1449905_at,1,2.465410982,NM_016751,Mm.3115,"C-type lectin domain family 4, member f",Clec4f,,,,
1431033_x_at,1,2.463667028,AA681807,Mm.237099,"amylo-1,6-glucosidase, 4-alpha-glucanotransferase",Agl,,,,
1446071_at,1,2.462979237,BB529332,Mm.274956,six transmembrane epithelial antigen of prostate 2,Steap2,,,,
1458347_s_at,1,2.46217754,BB414224,Mm.276145,"transmembrane protease, serine 2",Tmprss2,,,,
1420715_a_at,1,2.462019209,NM_011146,Mm.3020,peroxisome proliferator activated receptor gamma,Pparg,,,,
1456700_x_at,1,2.458404434,BB100920,Mm.30059,Myristoylated alanine rich protein kinase C substrate,Marcks,,,,
1419647_a_at,1,2.457657477,NM_133662,Mm.25613,immediate early response 3,Ier3,,,,
1417810_a_at,1,2.456138446,NM_011862,Mm.23978,"potassium voltage gated channel, Shab-related subfamily, member 1 /// protein kinase C and casein kinase substrate in neurons 2",Kcnb1 /// Pacsin2,,,,
1416958_at,1,2.455158581,NM_011584,Mm.26587,"nuclear receptor subfamily 1, group D, member 2",Nr1d2,,,,
1439543_at,1,2.453346618,BF180451,Mm.69566,RIKEN cDNA 1110064A23 gene,1110064A23Rik,,,,
1448863_a_at,1,2.451166869,AK004593,Mm.10331,"tumor necrosis factor, alpha-induced protein 1 (endothelial)",Tnfaip1,,,,
1451230_a_at,1,2.447384222,BC007478,Mm.512,WW domain binding protein 5,Wbp5,,,,
1436736_x_at,1,2.446974954,BB369191,Mm.128733,"DNA segment, human D4S114",D0H4S114,,,,
1418448_at,1,2.446382133,NM_009101,Mm.373539,"Harvey rat sarcoma oncogene, subgroup R",Rras,,,,
1448319_at,1,2.446107222,NM_009658,Mm.359173,"similar to Aldo-keto reductase family 1, member B3 (aldose reductase)",LOC432549,,,,
1454862_at,1,2.446041789,AV253284,Mm.211477,"pleckstrin homology-like domain, family B, member 2",Phldb2,,,,
1423931_s_at,1,2.445711818,BC024870,Mm.272568,anaphase promoting complex subunit 4,Anapc4,,,,
1434889_at,1,2.443602516,BI905111,Mm.3741,"pleckstrin homology domain containing, family A member 7",Plekha7,,,,
1423829_at,1,2.443518788,BC011343,Mm.246108,RIKEN cDNA 0910001A06 gene,0910001A06Rik,,,,
1416858_a_at,1,2.443135724,NM_013902,Mm.28480,FK506 binding protein 3,Fkbp3,,,,
1439407_x_at,1,2.441046241,AV212626,Mm.271711,transgelin 2,Tagln2,,,,
1438931_s_at,1,2.439751788,AV016566,Mm.139418,Sestrin 1,Sesn1,,,,
1421923_at,1,2.437439109,BQ179335,Mm.371596,SH3-domain binding protein 5 (BTK-associated),Sh3bp5,,,,
1417379_at,1,2.436031016,NM_016721,Mm.207619,IQ motif containing GTPase activating protein 1,Iqgap1,,,,
1447903_x_at,1,2.43467946,BB185861,Mm.146736,"adaptor-related protein complex 1, sigma 2 subunit",Ap1s2,,,,
1434360_s_at,1,2.433119698,AI596632,Mm.287425,"protein tyrosine phosphatase, receptor type, G",Ptprg,,,,
1437811_x_at,1,2.43154381,AV312368,Mm.141741,Coactosin-like 1 (Dictyostelium),Cotl1,,,,
1422670_at,1,2.430438169,NM_009708,Mm.358573,Rho family GTPase 2,Rnd2,,,,
1442027_at,1,2.430085964,BB223743,---,similar to neurobeachin-like 1,LOC545323,,,,
1424638_at,1,2.428683045,AK007630,Mm.195663,cyclin-dependent kinase inhibitor 1A (P21),Cdkn1a,,,,
1417978_at,1,2.427110418,BC027014,Mm.32889,eukaryotic translation initiation factor 4E member 3,Eif4e3,,,,
1417533_a_at,1,2.427103875,NM_010580,Mm.6424,integrin beta 5,Itgb5,,,,
1418480_at,1,2.426673857,NM_023785,Mm.293614,chemokine (C-X-C motif) ligand 7,Cxcl7,,,,
1452398_at,1,2.424097123,AV306884,Mm.34031,"phospholipase C, epsilon 1",Plce1,,,,
1452242_at,1,2.423983859,AK004655,Mm.9916,RIKEN cDNA 1200008O12 gene,1200008O12Rik,,,,
1416256_a_at,1,2.4227792,NM_011655,Mm.273538,"tubulin, beta 5",Tubb5,,,,
1416065_a_at,1,2.421884602,NM_133971,Mm.12459,ankyrin repeat domain 10,Ankrd10,,,,
1449370_at,1,2.420457711,AI428101,Mm.240627,SRY-box containing gene 4,Sox4,,,,
1439476_at,1,2.419092902,BG092030,Mm.345891,desmoglein 2,Dsg2,,,,
1415797_at,1,2.418218204,BF225985,Mm.5021,"discoidin domain receptor family, member 1",Ddr1,,,,
1437133_x_at,1,2.417536899,AV127085,Mm.359173,"aldo-keto reductase family 1, member B3 (aldose reductase) /// similar to Aldo-keto reductase family 1, member B3 (aldose reductase)",Akr1b3 /// LOC432549,,,,
1424351_at,1,2.414914686,AF334269,Mm.27289,WAP four-disulfide core domain 2,Wfdc2,,,,
1424802_a_at,1,2.413272672,AW536179,Mm.30927,RIKEN cDNA 3300001P08 gene,3300001P08Rik,,,,
1435121_at,1,2.411422008,BG075563,Mm.154427,"deiodinase, iodothyronine type III, antisense",MGI:2664395,,,,
1455600_at,1,2.411203399,BG069767,Mm.236868,ribosomal protein S3,Rps3,,,,
1416664_at,1,2.410898711,NM_023223,Mm.289747,cell division cycle 20 homolog (S. cerevisiae),Cdc20,,,,
1419491_at,1,2.410868595,BC024380,Mm.5341,defensin beta 1,Defb1,,,,
1433702_at,1,2.410542608,BI663634,Mm.267131,"DNA segment, Chr 19, Wayne State University 12, expressed",D19Wsu12e,,,,
1450241_a_at,1,2.408844956,NM_010161,Mm.164948,ecotropic viral integration site 2a,Evi2a,,,,
1422903_at,1,2.407724867,NM_010745,Mm.2639,lymphocyte antigen 86,Ly86,,,,
1436197_at,1,2.407346359,BI651416,Mm.329622,CDC42 binding protein kinase gamma (DMPK-like),Cdc42bpg,,,,
1449093_at,1,2.407273485,NM_007795,Mm.249829,cardiotrophin 1,Ctf1,,,,
1449405_at,1,2.405533891,NM_027884,Mm.309975,tensin 1,Tns1,,,,
1418505_at,1,2.404056346,NM_027722,Mm.24397,nudix (nucleoside diphosphate linked moiety X)-type motif 4,Nudt4,,,,
1437726_x_at,1,2.403863633,BB111335,Mm.2570,"complement component 1, q subcomponent, beta polypeptide",C1qb,,,,
1415798_at,1,2.397926265,BF225985,Mm.5021,"discoidin domain receptor family, member 1",Ddr1,,,,
1435254_at,1,2.396799602,BM119522,Mm.53862,plexin B1,Plxnb1,,,,
1452290_at,1,2.396677481,AK009646,Mm.27742,RIKEN cDNA 2310036D22 gene,2310036D22Rik,,,,
1422637_at,1,2.39505081,NM_018750,Mm.248291,Ras association (RalGDS/AF-6) domain family 5,Rassf5,,,,
1426465_at,1,2.394794627,BG066219,Mm.22094,"discs, large homolog-associated protein 4 (Drosophila)",Dlgap4,,,,
1416472_at,1,2.393954367,NM_025932,Mm.44207,synapse associated protein 1,Syap1,,,,
1429351_at,1,2.393393495,AK018314,Mm.274579,RIKEN cDNA 4930429H24 gene,4930429H24Rik,,,,
1453028_at,1,2.392755726,AV313375,Mm.368969,RIKEN cDNA 4631424J17 gene,4631424J17Rik,,,,
1428342_at,1,2.392584064,BB667699,Mm.207457,REST corepressor 3,Rcor3,,,,
1443771_x_at,1,2.389747299,BB241324,Mm.34407,MAD homolog 7 (Drosophila),Smad7,,,,
1435554_at,1,2.38794354,BB771888,Mm.23047,transmembrane and coiled coil domains 3,Tmcc3,,,,
1420807_a_at,1,2.387131906,NM_134120,Mm.23633,"EGF-like-domain, multiple 9",Egfl9,,,,
1450852_s_at,1,2.385342764,BQ173958,Mm.24816,coagulation factor II (thrombin) receptor,F2r,,,,
1423777_at,1,2.383831311,AK006800,Mm.346654,ubiquitin specific protease 20,Usp20,,,,
1428847_a_at,1,2.383281519,BM248206,Mm.3350,microtubule-actin crosslinking factor 1,Macf1,,,,
1425619_s_at,1,2.382378984,AB072269,Mm.345891,desmoglein 2,Dsg2,,,,
1453556_x_at,1,2.379962652,AK002762,Mm.260878,RIKEN cDNA 2410026K10 gene,2410026K10Rik,,,,
1455548_at,1,2.379739092,BB314358,Mm.22094,"discs, large homolog-associated protein 4 (Drosophila)",Dlgap4,,,,
1438761_a_at,0.999999999,2.379047415,C81193,Mm.34102,"ornithine decarboxylase, structural 1 /// similar to Ornithine decarboxylase (ODC) /// similar to Ornithine decarboxylase (ODC)",Odc1 /// LOC545783 /// LOC546355,,,,
1452020_a_at,1,2.378512119,AF033112,Mm.289812,Cd27 binding protein (Hindu God of destruction),MGI:1353606,,,,
1427967_at,1,2.377336249,BM230774,Mm.276259,SLIT-ROBO Rho GTPase activating protein 2,Srgap2,,,,
1420171_s_at,0.999999999,2.377079763,C80049,Mm.29677,"myosin, heavy polypeptide 9, non-muscle",Myh9,,,,
1455200_at,1,2.374833436,BB818370,Mm.241857,p21 (CDKN1A)-activated kinase 6,Pak6,,,,
1417639_at,1,2.37465265,BC010590,Mm.274590,"solute carrier family 22 (organic cation transporter), member 4",Slc22a4,,,,
1416326_at,1,2.37180232,NM_007763,Mm.272368,cysteine-rich protein 1 (intestinal),Crip1,,,,
1448025_at,1,2.370887563,AI662854,Mm.330924,signal-regulatory protein beta,Sirpb,,,,
1417649_at,1,2.370411643,NM_009876,Mm.168789,cyclin-dependent kinase inhibitor 1C (P57),Cdkn1c,,,,
1427185_at,1,2.368071969,AV255689,Mm.132788,RIKEN cDNA A430081F14 gene,Mef2a,,,,
1418042_a_at,1,2.367701388,BB436535,Mm.20845,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5",Abcc5,,,,
1453345_at,1,2.364524408,AK014427,Mm.38884,RIKEN cDNA 3830408G10 gene,3830408G10Rik,,,,
1428417_at,1,2.3641527,BE198251,Mm.332366,RIKEN cDNA 3110050N22 gene,3110050N22Rik,,,,
1428861_at,1,2.364052522,AK019472,Mm.328360,RIKEN cDNA 4631422O05 gene,4631422O05Rik,,,,
1449065_at,1,2.363104609,NM_012006,Mm.1978,cytosolic acyl-CoA thioesterase 1,Cte1,,,,
1423946_at,1,2.361909232,BC024556,Mm.283968,PDZ and LIM domain 2,Pdlim2,,,,
1416572_at,1,2.360531518,NM_008608,Mm.280175,matrix metalloproteinase 14 (membrane-inserted),Mmp14,,,,
1427820_at,1,2.359753646,BC021831,Mm.355125,"Mus musculus, clone IMAGE:3983821, mRNA, partial cds",---,,,,
1456133_x_at,0.999999999,2.358335969,BB543646,Mm.6424,integrin beta 5,Itgb5,,,,
1438945_x_at,1,2.357206363,BB142324,Mm.338720,gap junction membrane channel protein alpha 1,Gja1,,,,
1438968_x_at,0.999999999,2.35700455,AV058358,Mm.295230,"serine protease inhibitor, Kunitz type 2",Spint2,,,,
1428306_at,1,2.356699297,AK017926,Mm.21697,DNA-damage-inducible transcript 4,Ddit4,,,,
1439137_at,1,2.35633165,AW018362,Mm.135463,"solute carrier family 4, sodium bicarbonate cotransporter, member 9",Slc4a9,,,,
1451730_at,1,2.355895108,BC022935,Mm.16650,zinc finger protein 62,Zfp62,,,,
1460602_at,1,2.355805929,BB768194,Mm.210875,deleted in liver cancer 1,Dlc1,,,,
1448226_at,1,2.352276143,NM_009104,Mm.99,ribonucleotide reductase M2,Rrm2,,,,
1430979_a_at,1,2.35043571,AK011963,Mm.334677,peroxiredoxin 2,Prdx2,,,,
1450070_s_at,1,2.349869759,BF456404,Mm.260227,p21 (CDKN1A)-activated kinase 1,Pak1,,,,
1452833_at,0.999999999,2.349725945,AK018008,Mm.31220,Rap guanine nucleotide exchange factor (GEF) 2,Rapgef2,,,,
1424337_at,0.999999999,2.34937867,BC016091,Mm.329629,sorting nexin 15,Snx15,,,,
1424246_a_at,1,2.347981059,BC003808,Mm.230654,testis derived transcript,Tes,,,,
1434967_at,1,2.347422941,BM938007,Mm.219433,"zinc finger, SWIM domain containing 6",Zswim6,,,,
1416592_at,0.999999999,2.347265173,AF276917,Mm.25844,glutaredoxin 1 (thioltransferase),Glrx1,,,,
1454995_at,0.999999999,2.346576549,AW556888,Mm.234247,dimethylarginine dimethylaminohydrolase 1,Ddah1,,,,
1455700_at,1,2.345468546,BB359043,Mm.255401,MTERF domain containing 3,Mterfd3,,,,
1460576_at,0.999999999,2.345208225,AV248277,Mm.24865,SEC15-like 1 (S. cerevisiae),Sec15l1,,,,
1456014_s_at,1,2.344033439,BB113173,Mm.157591,cDNA sequence BC032204,BC032204,,,,
1426985_s_at,1,2.343855733,AV337692,Mm.246174,RIKEN cDNA 2810485I05 gene,2810485I05Rik,,,,
1429183_at,0.999999999,2.343578416,AK005020,Mm.2252,plakophilin 2,Pkp2,,,,
1426949_s_at,0.999999999,2.342257382,BM214109,Mm.174256,translocated promoter region,Tpr,,,,
1420249_s_at,1,2.341671503,AV084904,Mm.137,chemokine (C-C motif) ligand 6,Ccl6,,,,
1452040_a_at,1,2.341146639,BI081061,Mm.285723,cell division cycle associated 3,Cdca3,,,,
1415771_at,0.999999998,2.340400543,BF118393,Mm.154378,nucleolin,Ncl,,,,
1448760_at,1,2.336566575,NM_013844,Mm.27575,zinc finger protein 68,Zfp68,,,,
1428794_at,1,2.335407158,BQ175052,Mm.37803,spectrin domain with coiled-coils 1,Specc1,,,,
1425811_a_at,0.999999999,2.334414133,BF124540,Mm.196484,cysteine and glycine-rich protein 1,Csrp1,,,,
1436918_at,0.999999999,2.332688366,BE374941,Mm.45565,RIKEN cDNA 1810038L18 gene,1810038L18Rik,,,,
1420699_at,0.999999999,2.332085676,NM_020008,Mm.239516,"C-type lectin domain family 7, member a",Clec7a,,,,
1434280_at,1,2.331865148,BG976607,---,---,---,,,,
1417876_at,1,2.331776273,AF143181,Mm.150,"Fc receptor, IgG, high affinity I",Fcgr1,,,,
1437461_s_at,0.999999999,2.330788139,BB557441,Mm.374812,"RNA-binding region (RNP1, RRM) containing 3",Rnpc3,,,,
1415773_at,0.999999999,2.328604695,BF118393,Mm.154378,nucleolin,Ncl,,,,
1454268_a_at,0.999999999,2.324592193,AK018713,Mm.271671,"cytochrome b-245, alpha polypeptide",Cyba,,,,
1425745_a_at,0.999999999,2.324434272,BC004057,Mm.86322,"transforming, acidic coiled-coil containing protein 2",Tacc2,,,,
1436044_at,1,2.321924908,BB452990,Mm.38127,"sodium channel, voltage-gated, type VII, alpha",Scn7a,,,,
1423627_at,0.999999999,2.321640495,AV158882,Mm.252,"NAD(P)H dehydrogenase, quinone 1",Nqo1,,,,
1427190_at,0.999999999,2.321455308,BG073343,Mm.202322,RIKEN cDNA 2900057D21 gene,2900057D21Rik,,,,
1421116_a_at,0.999999998,2.321443904,NM_024226,Mm.192580,reticulon 4,Rtn4,,,,
1433883_at,0.999999999,2.321213771,AV122663,Mm.295124,tropomyosin 4,Tpm4,,,,
1455958_s_at,0.999999999,2.321152234,AI881989,Mm.251661,RIKEN cDNA 9130017A15 gene,9130017A15Rik,,,,
1434027_at,0.999999999,2.319779868,BG075865,Mm.331970,Down syndrome critical region gene 1-like 2,Dscr1l2,,,,
1436299_at,0.999999999,2.319694338,BE373308,Mm.244215,glutaminase,Gls,,,,
1417865_at,0.999999999,2.319677805,AK004593,Mm.10331,"tumor necrosis factor, alpha-induced protein 1 (endothelial)",Tnfaip1,,,,
1438413_at,0.999999999,2.319472559,AV231698,Mm.255784,SUMO1/sentrin specific protease 7,Senp7,,,,
1417381_at,0.999999995,2.318934607,NM_007572,Mm.370,"complement component 1, q subcomponent, alpha polypeptide",C1qa,,,,
1419766_at,0.999999999,2.317864975,NM_010831,Mm.290941,SNF1-like kinase,Snf1lk,,,,
1449740_s_at,0.999999996,2.317509683,C79957,Mm.345891,desmoglein 2,Dsg2,,,,
1451019_at,0.999999999,2.317479283,AK017474,Mm.29561,cathepsin F,Ctsf,,,,
